Sno,Company,calendar_year,OperatingExpenseExItems,NetIncome,PaymentsOfDividends,DPR,DPR0,DDPR,NI0,Ex0,p
3504,Ralph Lauren Corp,2012,31000000,750000000,128000000,0.170666667,0.051511992,0.119154675,479500000,13500000,0.280976748
3505,Raymond James Financial Inc,2012,59284000,292265000,68782000,0.235341214,0.385675716,-0.150334502,140377000,0,0.280976748
3506,Raytheon Co/,2012,,1900000000,643000000,0.338421053,0.23937247,0.099048583,1976000000,0,0.280976748
3507,Realty Income Corp,2012,-7899000,159152000,275793000,1.73289057,-,#VALUE!,-,-,0.280976748
3508,Red Hat Inc,2012,3142000,150204000,,0,0,0,87253000,8750000,0.280976748
3509,Regency Centers Corp,2012,74816000,23807000,,0,0,0,-26373000,103900000,0.280976748
3510,Regeneron Pharmaceuticals Inc,2012,,750269000,,0,0,0,-67830000,0,0.280976748
3511,Regions Financial Corp,2012,,1120000000,102000000,0.091071429,-0.290009699,0.381081128,-1031000000,75000000,0.280976748
3512,"Republic Services, Inc.",2012,8400000,572100000,329100000,0.575249082,0.580664653,-0.00541557,496500000,63200000,0.280976748
3513,Resmed Inc,2012,24765000,307133000,97204000,0.316488297,0,0.316488297,190085000,0,0.280976748
3991,Rockwell Automation Inc,2012,,737000000,247400000,0.33568521,0.745355686,-0.409670476,220700000,0,0.280976748
3992,Rollins Inc,2012,-468000,111332000,64282000,0.577390148,0.331646504,0.245743644,83984000,2942000,0.280976748
3993,Roper Technologies Inc,2012,,483360000,69903000,0.144618918,0.1245318,0.020087118,239481000,0,0.280976748
3994,Ross Stores Inc,2012,,786763000,125694000,0.159760945,0.124677871,0.035083074,442757000,0,0.280976748
3995,Royal Caribbean Cruises Ltd,2012,385444000,18287000,117707000,6.436648986,0,6.436648986,152485000,0,0.280976748
3996,S&P Global Inc.,2012,,492000000,984000000,2,0.374666667,1.625333333,750000000,0,0.280976748
3997,Salesforce Com Inc,2012,,-270445000,,0,0,0,84692000,0,0.280976748
3998,Sba Communications Corp,2012,46816000,-181390000,,0,0,0,-141119000,8694000,0.280976748
3999,Schlumberger Limited/NV,2012,161000000,5519000000,1432000000,0.259467295,0.32017823,-0.060710936,3142000000,238000000,0.280976748
4000,Schwab Charles Corp,2012,,928000000,337000000,0.363146552,0.354510801,0.008635751,787000000,0,0.280976748
4001,Seagate Technology plc,2012,2000000,1838000000,518000000,0.281828074,0,0.281828074,1609000000,123000000,0.280976748
4002,Sealed Air Corp/DE,2012,2034800000,-1411400000,100900000,-0.071489301,0.30986492,-0.381354222,244300000,7000000,0.280976748
4003,Sempra Energy,2012,19000000,920000000,556000000,0.604347826,0.312834225,0.291513601,1122000000,-3000000,0.280976748
4004,Sherwin Williams Co,2012,4086000,631034000,160939000,0.25504014,0.372976359,-0.117936218,435848000,36067000,0.280976748
4005,Simon Property Group Inc /DE/,2012,,1719632000,1244553000,0.723732171,0.383479402,0.340252769,387262000,197353000,0.280976748
4006,"Skyworks Solutions, Inc.",2012,7800000,202000000,0,0,0,0,94983000,15982000,0.280976748
4007,Sl Green Realty Corp,2012,,209700000,121238000,0.578149738,1.092876579,-0.514726841,71665000,0,0.280976748
4008,Smith A O Corp,2012,-3900000,158700000,33200000,0.209199748,0.238839286,-0.029639538,89600000,1300000,0.280976748
4009,SNAP-ON Inc,2012,,314600000,81500000,0.259059123,0.480167015,-0.221107892,143700000,0,0.280976748
4010,Southern Co,2012,,2415000000,1693000000,0.701035197,0.801522248,-0.100487052,1708000000,202000000,0.280976748
4011,Southwest Airlines Co,2012,,421000000,22000000,0.052256532,0.131313131,-0.079056599,99000000,0,0.280976748
4012,"Stanley Black & Decker, Inc.",2012,-174100000,883800000,304000000,0.343969224,0.461881409,-0.117912185,224300000,38800000,0.280976748
4013,Starbucks Corp,2012,0,1384700000,513000000,0.37047736,0,0.37047736,391500000,332400000,0.280976748
4014,State Street Corp,2012,-137000000,2061000000,463000000,0.224648229,-0.089314195,0.313962424,-1881000000,49000000,0.280976748
4015,Stryker Corp,2012,,1298000000,324000000,0.249614792,0.178861789,0.070753003,1107000000,67000000,0.280976748
4016,Suntrust Banks Inc,2012,,1984000000,119000000,0.059979839,-0.211984536,0.271964375,-1552000000,0,0.280976748
4017,Svb Financial Group,2012,,249813000,,0,1.138157895,-1.138157895,10640000,4092000,0.280976748
4018,Symantec Corp,2012,77000000,755000000,0,0,0,0,714000000,124000000,0.280976748
4019,Synchrony Financial,2012,,2119000000,,0,#N/A,#N/A,#N/A,#N/A,0.280976748
4020,Synopsys Inc,2012,,182402000,,0,0,0,167681000,0,0.280976748
4021,Sysco Corp,2012,,992427000,648253000,0.653199681,0.491331655,0.161868026,1179983000,0,0.280976748
4022,Take Two Interactive Software Inc,2012,,-29491000,,0,0,0,-140454000,0,0.280976748
4023,"Tapestry, Inc.",2012,,1034400000,339700000,0.328402939,0.12834245,0.200060489,734940000,0,0.280976748
4024,Target Corp,2012,,2999000000,869000000,0.289763254,0.199356913,0.090406341,2488000000,0,0.280976748
4025,TE Connectivity Ltd.,2012,128000000,1115000000,332000000,0.297757848,-0.090211721,0.387969569,-3259000000,3922000000,0.280976748
4026,TechnipFMC plc,2012,,434800000,,0,0,0,363300000,0,0.280976748
4027,Teleflex Inc,2012,334833000,-189102000,55589000,-0.293963046,0.172038559,-0.466001606,314011000,10347000,0.280976748
4028,Texas Instruments Inc,2012,714000000,1759000000,819000000,0.465605458,0.385714286,0.079891172,1470000000,212000000,0.280976748
4029,Textron Inc,2012,,589000000,17000000,0.028862479,-0.677419355,0.706281834,-31000000,0,0.280976748
4030,Thermo Fisher Scientific Inc.,2012,82100000,1177900000,142200000,0.120723321,0,0.120723321,850300000,58900000,0.280976748
4031,Tiffany & Co,2012,0,416157000,158594000,0.381091751,0.319379359,0.061712392,264823000,0,0.280976748
4032,Tjx Companies Inc /DE/,2012,,1906687000,323922000,0.169887349,0.162876203,0.007011146,1213572000,0,0.280976748
4033,Torchmark Corp,2012,,529324000,55527000,0.104901724,0.121654914,-0.01675319,383174000,0,0.280976748
4034,Total System Services Inc,2012,1650000,249923000,94035000,0.376255887,0.251888893,0.124366994,219176000,0,0.280976748
4035,Tractor Supply Co /DE/,2012,,276457000,51318000,0.185627421,0,0.185627421,119745000,0,0.280976748
4036,TransDigm Group INC,2012,,324969000,3299000,0.010151738,0,0.010151738,162902000,0,0.280976748
4037,"Travelers Companies, Inc.",2012,,2473000000,694000000,0.280630813,0.191330756,0.089300056,3622000000,0,0.280976748
4038,"TripAdvisor, Inc.",2012,,195000000,,0,0,0,102215000,0,0.280976748
4039,"Twenty-First Century Fox, Inc.",2012,,7323000000,613000000,0.083708862,0.158093797,-0.074384935,2644000000,253000000,0.280976748
4040,"Twitter, Inc.",2012,,-79399000,,0,#N/A,#N/A,#N/A,#N/A,0.280976748
4528,Tyson Foods Inc,2012,,576000000,57000000,0.098958333,-0.108892922,0.207851255,-551000000,560000000,0.280976748
4529,"UDR, Inc.",2012,,220303000,214424000,0.973314027,-1.700217194,2.673531221,-91623000,0,0.280976748
4530,"Ulta Beauty, Inc.",2012,,172549000,62482000,0.362111632,0,0.362111632,39356000,0,0.280976748
4531,"Under Armour, Inc.",2012,,128778000,,0,0,0,46785000,0,0.280976748
4532,Union Pacific Corp,2012,,3943000000,1146000000,0.290641643,0.287830688,0.002810956,1890000000,0,0.280976748
4533,"United Continental Holdings, Inc.",2012,1323000000,-723000000,,0,0,0,-651000000,374000000,0.280976748
4534,United Parcel Service Inc,2012,,807000000,2130000000,2.639405204,0.889735772,1.749669432,1968000000,0,0.280976748
4535,United Rentals Inc /DE,2012,210000000,75000000,,0,0,0,-62000000,31000000,0.280976748
4536,United Technologies Corp /DE/,2012,,5490000000,1752000000,0.319125683,0.324479541,-0.005353857,4179000000,0,0.280976748
4537,Unitedhealth Group Inc,2012,,5526000000,820000000,0.148389432,0.009419152,0.13897028,3822000000,0,0.280976748
4538,Universal Health Services Inc,2012,5716000,489047000,58395000,0.119405701,0.054909334,0.064496368,304247000,0,0.280976748
4539,Unum Group,2012,,894400000,133800000,0.149597496,0.122566268,0.027031228,852600000,0,0.280976748
4540,Us Bancorp \DE\,2012,,5490000000,1551000000,0.282513661,0.581135449,-0.298621788,2237000000,0,0.280976748
4541,V F Corp,2012,0,1086138000,333229000,0.306801714,0.570787291,-0.263985577,458458000,121953000,0.280976748
4542,Valero Energy Corp/TX,2012,86000000,2080000000,360000000,0.173076923,-0.163471241,0.336548164,-1982000000,0,0.280976748
4543,Varian Medical Systems Inc,2012,,427049000,,0,0,0,319022000,0,0.280976748
4544,Ventas Inc,2012,63183000,361775000,728546000,2.013809688,1.167207455,0.846602234,269360000,13015000,0.280976748
4545,Verisign Inc/CA,2012,,320032000,,0,0,0,249239000,15041000,0.280976748
4546,"Verisk Analytics, Inc.",2012,,329142000,5934000,0.018028693,0.001429542,0.016599151,126614000,0,0.280976748
4547,Verizon Communications Inc,2012,,10557000000,5230000000,0.495405892,0.454357383,0.041048509,11601000000,0,0.280976748
4548,Vertex Pharmaceuticals Inc / MA,2012,1844000,-51135000,,0,0,0,-642178000,21233000,0.280976748
4549,Viacom Inc.,2012,0,2021000000,554000000,0.274121722,0,0.274121722,1588000000,0,0.280976748
4550,Visa Inc.,2012,,2142000000,595000000,0.277777778,0.135204082,0.142573696,2352000000,0,0.280976748
4551,Vornado Realty Trust,2012,17386000,694541000,773294000,1.113388554,2.487138965,-1.37375041,128450000,73763000,0.280976748
4552,Vulcan Materials CO,2012,-58898000,-52593000,5183000,-0.098549237,5.656396385,-5.754945621,30314000,-27104000,0.280976748
4553,"Walgreens Boots Alliance, Inc.",2012,,2127000000,787000000,0.370004701,0.222333001,0.1476717,2006000000,0,0.280976748
4554,Walmart Inc.,2012,,17756000000,5643000000,0.317808065,0.283343412,0.034464653,14883000000,0,0.280976748
4555,Walt Disney Co/,2012,,6173000000,1076000000,0.174307468,0.179551122,-0.005243654,3609000000,492000000,0.280976748
4556,Waste Management Inc,2012,150000000,860000000,658000000,0.765116279,0.536792453,0.228323826,1060000000,133000000,0.280976748
4557,Waters Corp /DE/,2012,7434000,461443000,,0,0,0,323313000,0,0.280976748
4558,"Wec Energy Group, Inc.",2012,,546300000,276300000,0.505766063,0.412656904,0.093109159,382400000,0,0.280976748
4559,"Wellcare Health Plans, Inc.",2012,0,184700000,,0,0,0,39871000,0,0.280976748
4560,Wells Fargo & Company/MN,2012,,18897000000,5457000000,0.288775996,0.350549898,-0.061773902,12275000000,0,0.280976748
4561,Welltower Inc.,2012,61609000,294840000,722450000,2.450312034,1.730390251,0.719921782,192927000,0,0.280976748
4562,Western Digital Corp,2012,138000000,980000000,181000000,0.184693878,0,0.184693878,1382000000,0,0.280976748
4563,Western Union CO,2012,,1025900000,254200000,0.247782435,0.048539114,0.199243321,848800000,0,0.280976748
4564,WestRock Co,2012,75200000,252200000,56500000,0.224028549,0.067729084,0.156299465,225900000,13400000,0.280976748
4565,Weyerhaeuser Co,2012,26000000,384000000,334000000,0.869791667,-0.223591549,1.093383216,-568000000,686000000,0.280976748
4566,Whirlpool Corp /DE/,2012,237000000,425000000,155000000,0.364705882,0.361581921,0.003123961,354000000,126000000,0.280976748
4567,Williams Companies Inc,2012,,1065000000,742000000,0.696713615,0.709141274,-0.012427659,361000000,0,0.280976748
4568,Willis Towers Watson Plc,2012,495000000,-433000000,185000000,-0.427251732,0.379084967,-0.806336699,459000000,-13000000,0.280976748
4569,Wynn Resorts Ltd,2012,,728699000,955493000,1.311231386,12.52655535,-11.21532396,39107000,0,0.280976748
4570,Xcel Energy Inc,2012,,905229000,486757000,0.537716975,0.609384523,-0.071667548,680887000,0,0.280976748
4571,Xerox Corp,2012,149000000,1223000000,255000000,0.208503679,0.28875969,-0.08025601,516000000,64000000,0.280976748
4572,Xilinx Inc,2012,0,487536000,230469000,0.472722014,0.463371787,0.009350227,357484000,30064000,0.280976748
4573,Xylem Inc.,2012,17000000,297000000,75000000,0.252525253,0,0.252525253,263000000,31000000,0.280976748
4574,Yum Brands Inc,2012,-41000000,1608000000,544000000,0.338308458,0.334256694,0.004051763,1083000000,77000000,0.280976748
4575,"Zimmer Biomet Holdings, Inc.",2012,96000000,752900000,94400000,0.125381857,0,0.125381857,717400000,73000000,0.280976748
4576,"Zions Bancorporation, National Association /UT/",2012,,348150000,133581000,0.383688065,-0.078802335,0.4624904,-1221677000,0,0.280976748
4577,Zoetis Inc.,2012,135000000,436000000,63000000,0.144495413,#N/A,#N/A,#N/A,#N/A,0.280976748
5062,Marathon Oil Corp,2012,371000000,1582000000,480000000,0.303413401,0.464114833,-0.160701432,1463000000,18000000,0.280976748
5063,Marathon Petroleum Corp,2012,,3393000000,407000000,0.119952844,0.461024499,-0.341071655,449000000,0,0.280976748
5064,Marriott International Inc /MD/,2012,,571000000,191000000,0.334500876,-0.178470255,0.512971131,-353000000,665000000,0.280976748
5065,"Marsh & Mclennan Companies, Inc.",2012,,1201000000,497000000,0.413821815,1.788381743,-1.374559928,241000000,0,0.280976748
5066,Martin Marietta Materials Inc,2012,35140000,85527000,73767000,0.862499562,0.807336328,0.055163234,88164000,0,0.280976748
5067,Masco Corp /DE/,2012,119000000,-79000000,107000000,-1.35443038,-1.144827586,-0.209602794,-145000000,262000000,0.280976748
5068,Mastercard Inc,2012,20000000,2759000000,132000000,0.047843422,0.053998633,-0.006155211,1463000000,0,0.280976748
5069,Mattel Inc /DE/,2012,,776464000,423378000,0.545264172,0.513241814,0.032022358,528704000,0,0.280976748
5070,Maxim Integrated Products Inc,2012,30558000,454912000,280215000,0.615976277,1.947873964,-1.331897687,125139000,7592000,0.280976748
5071,Mccormick & Co Inc,2012,,407800000,164700000,0.403874448,0.418278853,-0.014404404,299800000,13700000,0.280976748
5072,Mcdonalds Corp,2012,,5464800000,2896600000,0.530046845,0.491210723,0.038836122,4551000000,-61100000,0.280976748
5073,Mckesson Corp,2012,,1338000000,194000000,0.144992526,0.103721298,0.041271228,1263000000,-20000000,0.280976748
5074,Medtronic plc,2012,172000000,3467000000,1055000000,0.304297664,0.292675056,0.011622607,3099000000,424000000,0.280976748
5075,"Merck & Co., Inc.",2012,664000000,6299000000,5116000000,0.812192411,0.267163262,0.545029149,13022000000,1634000000,0.280976748
5076,Metlife Inc,2012,1868000000,1362000000,933000000,0.685022026,-0.299141806,0.984163833,-2447000000,0,0.280976748
5077,Mettler Toledo International Inc/,2012,16687000,290847000,,0,0,0,172593000,31368000,0.280976748
5078,MGM Resorts International,2012,,-1616912000,,0,0,0,-1291682000,0,0.280976748
5079,Microchip Technology Inc,2012,32175000,127389000,273822000,2.149494854,1.150001152,0.999493702,217005000,1238000,0.280976748
5080,Micron Technology Inc,2012,10000000,-1031000000,,0,0,0,-1993000000,0,0.280976748
5081,Microsoft Corp,2012,0,21863000000,7455000000,0.340987056,0.244029851,0.096957205,18760000000,0,0.280976748
5082,Mid America Apartment Communities Inc.,2012,2236000,102263000,106349000,1.0399558,2.10015043,-1.060194629,39221000,950000,0.280976748
5083,Mohawk Industries Inc,2012,,250893000,,0,0,0,-1019000,0,0.280976748
5084,Molson Coors Brewing Co,2012,81400000,439100000,232200000,0.528808927,0.235619469,0.293189458,723200000,32700000,0.280976748
5085,"Mondelez International, Inc.",2012,153000000,3094000000,2058000000,0.665158371,0.565389696,0.099768675,3028000000,-58000000,0.280976748
5086,Monster Beverage Corp,2012,,340020000,,0,0,0,208716000,0,0.280976748
5087,Moodys Corp /DE/,2012,12200000,699700000,143000000,0.204373303,0.232129698,-0.027756395,407100000,17500000,0.280976748
5088,Morgan Stanley,2012,,716000000,469000000,0.655027933,1.231863442,-0.576835509,1406000000,0,0.280976748
5089,Mosaic Co,2012,,1891800000,426600000,0.225499524,0.803367408,-0.577867884,831500000,0,0.280976748
5090,"Motorola Solutions, Inc.",2012,,881000000,270000000,0.306469921,-4.071428571,4.377898492,-28000000,0,0.280976748
5091,MSCI Inc.,2012,33000,184238000,,0,-,#VALUE!,-,-,0.280976748
5092,Mylan N.V.,2012,-3100000,643000000,,0,0.561195247,-0.561195247,247748000,225717000,0.280976748
5093,"Nasdaq, Inc.",2012,48000000,349000000,65000000,0.186246418,0,0.186246418,263000000,17000000,0.280976748
5094,National Oilwell Varco Inc,2012,,2483000000,209000000,0.084172372,0.312287848,-0.228115476,1473000000,147000000,0.280976748
5095,Nektar Therapeutics,2012,1675000,-171855000,,0,0,0,-102519000,0,0.280976748
5096,"NetApp, Inc.",2012,0,505300000,0,0,0,0,400400000,2500000,0.280976748
5097,Netflix Inc,2012,,17152000,,0,0,0,115860000,0,0.280976748
5098,Newell Brands Inc,2012,52900000,401300000,125900000,0.313730376,0.250087566,0.063642811,285500000,100000000,0.280976748
5099,Newmont Mining Corp /DE/,2012,148000000,2111000000,695000000,0.329227854,0.093645485,0.235582369,2093000000,7000000,0.280976748
5100,News Corp,2012,1737000000,547000000,20000000,0.036563071,#N/A,#N/A,#N/A,#N/A,0.280976748
5101,Nextera Energy Inc,2012,0,1911000000,1004000000,0.525379383,-,#VALUE!,-,-,0.280976748
5102,Nielsen Holdings plc,2012,85000000,272000000,,0,0,0,-489000000,589000000,0.280976748
5103,Nike Inc,2012,,2472000000,703000000,0.284385113,0.264813844,0.01957127,1907000000,0,0.280976748
5104,Nisource Inc/DE,2012,-3800000,416100000,273200000,0.656572939,1.167281106,-0.510708167,217000000,19700000,0.280976748
5105,Noble Energy Inc,2012,-50000000,1027000000,164000000,0.159688413,-0.961832061,1.121520474,-131000000,582000000,0.280976748
5106,Nordstrom Inc,2012,,735000000,220000000,0.299319728,0.315192744,-0.015873016,441000000,0,0.280976748
5107,Norfolk Southern Corp,2012,,1749000000,624000000,0.3567753,0.483558994,-0.126783694,1034000000,0,0.280976748
5108,Northern Trust Corp,2012,,687300000,354300000,0.515495417,0.355126128,0.160369289,864200000,0,0.280976748
5109,Northrop Grumman Corp /DE/,2012,,1978000000,535000000,0.270475228,0.319691578,-0.04921635,1686000000,0,0.280976748
5110,Norwegian Cruise Line Holdings Ltd.,2012,,168556000,,0,#N/A,#N/A,#N/A,#N/A,0.280976748
5111,"Nrg Energy, Inc.",2012,107000000,315000000,50000000,0.158730159,0.035069075,0.123661083,941000000,0,0.280976748
350,3M Co,2011,,4357000000,1555000000,0.356896947,0.397159091,-0.040262143,3520000000,23000000,0.418958622
351,Abbott Laboratories,2011,,4728000000,2938000000,0.621404399,0.445477808,0.175926592,4880719000,0,0.418958622
352,AbbVie Inc.,2011,,3433000000,,0,#N/A,#N/A,#N/A,#N/A,0.418958622
353,Abiomed Inc,2011,,1495000,,0,#N/A,#N/A,#N/A,#N/A,0.418958622
354,Accenture plc,2011,,2553240000,643642000,0.252088327,0.151869116,0.100219211,2197188000,22872000,0.418958622
355,"Activision Blizzard, Inc.",2011,25000000,1085000000,194000000,0.178801843,0,0.178801843,-107000000,93000000,0.418958622
356,Adobe Inc.,2011,97773000,832847000,,0,0,0,871814000,32053000,0.418958622
357,Advance Auto Parts Inc,2011,,394682000,18554000,0.047009998,0.097383611,-0.050373613,238038000,0,0.418958622
